X,Y,Vx,Vy,Phi,r,px2,px1,py1,py2
39.0087956781461,96.3760947586051,6.51347532697732,-0.471211719495693,0.707766559885957,-0.427637759612764,-0.212451248625435,6.54266365677758,-0.104238236281191,-0.564072273468639
39.0614364717101,96.414748184142,6.51405341479672,-0.471785227790221,0.703485158258996,-0.428685108320531,-0.212656817949008,6.54344515048596,-0.104195627114958,-0.564143502898055
39.1142501382926,96.4531756873155,6.51470151196807,-0.472006276552664,0.699192452422349,-0.429594335748164,-0.212854595078858,6.54423121844515,-0.104117256424246,-0.56418188740858
39.1672322906611,96.4913833149186,6.51558494036824,-0.47122899775036,0.694898783633175,-0.428964011110891,-0.213059727226579,6.54501632848337,-0.104037360106414,-0.564227515239999
39.2203789722605,96.5293766789912,6.51654966562921,-0.470243808008413,0.690614991416712,-0.427788115005807,-0.21328394416224,6.54579392215572,-0.103991385947296,-0.56431472272439
39.2736897704978,96.5671547203143,6.51746557145896,-0.469626587766658,0.686342427917968,-0.426793722517866,-0.213523372404337,6.54656185536612,-0.103987006319354,-0.564441064646196
39.3271656804655,96.60471334639,6.51829396469917,-0.469471277251079,0.682077709871706,-0.426235899964956,-0.21376934383455,6.54732109405465,-0.10401534183989,-0.564592636710657
39.3808075119807,96.6420483816371,6.51904047054659,-0.469663846742996,0.677816266342216,-0.426132691660094,-0.214014570596963,6.54807412162343,-0.104063967995803,-0.564754778587677
39.4346154411716,96.6791565416446,6.51972200718392,-0.470063897851122,0.673553830668073,-0.426422791677759,-0.21425454608478,6.54882385935586,-0.104120668277947,-0.564914820840691
39.4885891181292,96.7160353811603,6.52035337740852,-0.470571188910775,0.669286844643434,-0.427031587283123,-0.214486978589012,6.54957304444074,-0.104162127434218,-0.56506230400786
39.5427279148225,96.752682944181,6.52094401155264,-0.471134341852378,0.665012456906329,-0.427894259807725,-0.214710861895393,6.5503239022349,-0.104168465980759,-0.565188646119289
39.5970311347167,96.7890974319692,6.52149859200025,-0.471737808016727,0.660728386151835,-0.428962308132316,-0.214925689738371,6.55107800215812,-0.104135188137249,-0.565286716629686
39.6514977118003,96.8252780265431,6.52212252039084,-0.471991420864957,0.656432809574966,-0.429893391047556,-0.215130974463667,6.55183618980525,-0.104066235148636,-0.565351684391061
39.7061235493974,96.8612308845352,6.5229799424859,-0.471254349201503,0.65213598623286,-0.429297324705982,-0.215341632780372,6.55259293575235,-0.103995580419863,-0.565423371703076
39.7609049570731,96.8969617205788,6.52391835612739,-0.470309695670497,0.647848672993771,-0.428158955752568,-0.215568335852638,6.55334135736579,-0.10395840490315,-0.565535941975959
39.815841470705,96.9324694936968,6.52480863089858,-0.46972871710535,0.643572225378986,-0.427199076117966,-0.215805822535985,6.55407879271179,-0.103962379513728,-0.565687011974781
39.8709338937248,96.9677500934931,6.52561227953592,-0.469605219909718,0.639303300869567,-0.426671077519251,-0.216044070700898,6.55480568845566,-0.103998732121337,-0.565862826615621
39.9261828446758,97.0027993305024,6.52633473642286,-0.46982672231346,0.635037374753058,-0.426593490720345,-0.216274606183791,6.55552408830152,-0.10405514793068,-0.566048879156028
39.9815883533944,97.0376139205466,6.52699272180254,-0.470254122864957,0.630770217578355,-0.426905935372534,-0.216491941128823,6.55623657935338,-0.104119484543737,-0.566232613658215
40.0371499640028,97.0721914323569,6.52760087979145,-0.470788026434927,0.626498298876125,-0.427534768119231,-0.216693013047119,6.55694566979016,-0.104168453992791,-0.566403647532937
40.0928669653426,97.1065299309558,6.52816854113782,-0.471377411009766,0.622218786252137,-0.428415954690402,-0.216876248375986,6.55765345580697,-0.104182176880634,-0.566553444766683
40.1487385845001,97.1406276400853,6.52870033100271,-0.472006787829679,0.617929410583447,-0.429501574357384,-0.217040763883249,6.55836146899766,-0.104156152317394,-0.566674898334171
40.2047637207507,97.1744837723711,6.52930037820454,-0.472288195850384,0.613628356080273,-0.430451464232504,-0.217185882674018,6.55907060453614,-0.104094312459527,-0.566763181701411
40.260938556288,97.20810459045,6.53013182314721,-0.471584993718373,0.609325812086961,-0.429884632180738,-0.217326147657532,6.55977536801042,-0.104030439075913,-0.566857916527312
40.3172596592847,97.2414959093324,6.5310438019148,-0.47067417899588,0.605032465749563,-0.428778224783178,-0.21747073105246,6.56046847442132,-0.103999474572937,-0.566993204158493
40.37372651195,97.2746567086713,6.53190817182932,-0.470123301247927,0.600749674980094,-0.427847902785189,-0.217612449332066,6.56114665609573,-0.10400908093051,-0.567166743666718
40.4303397256429,97.3075828655683,6.5326865621427,-0.470026128269385,0.59647413108458,-0.42734558794769,-0.21773949109195,6.56180980782291,-0.104050570787063,-0.567364909811353
40.4870997271987,97.3402701810436,6.53338429886571,-0.470271471397848,0.592201346699017,-0.427290210154346,-0.217841924398726,6.56245957496533,-0.10411171230977,-0.567573316581907
40.5440063992456,97.3727153761043,6.53401793489497,-0.470721444734567,0.587927123254371,-0.427622278986386,-0.217913190959465,6.5630983263116,-0.104180422231611,-0.567779497086342
40.6010591789481,97.4049160365742,6.53460199881728,-0.471277323111775,0.583647951664698,-0.428268913003408,-0.217949544602919,6.56372853065625,-0.104233461790226,-0.567973120116143
40.6582572708743,97.4368702517128,6.53514574458553,-0.471888375801819,0.579361014249503,-0.429166720560485,-0.217949099247664,6.5643524113704,-0.104250963056732,-0.56814567699049
40.7155998248102,97.4685762709305,6.53565374537103,-0.472539198026187,0.575064051189731,-0.430268305426473,-0.217911007400875,6.56497178092726,-0.104228413723408,-0.56829006999029
40.7730857060281,97.5000333400809,6.53622947718587,-0.472843787129854,0.570755250884073,-0.431235432103193,-0.217834946884776,6.56558795485916,-0.104169726208205,-0.568401460483344
40.8307113809269,97.5312478253661,6.53703543858749,-0.472169140068848,0.566444740854305,-0.430695022289658,-0.217736149342222,6.56619603087547,-0.104108533658565,-0.568519235288015
40.8884736798296,97.5622256385798,6.53792176054345,-0.471286797017354,0.562143146946166,-0.42961733170195,-0.217624923167013,6.56678948561405,-0.104079670639404,-0.568677230999931
40.9463720329867,97.5929657831793,6.53876100193988,-0.470761110424162,0.557851830114071,-0.428713551636554,-0.217495560026842,6.56736590031462,-0.104090839323728,-0.56887312630284
41.0044068606656,97.6234641287287,6.53951481306598,-0.470685950162945,0.553567511754157,-0.428234382736031,-0.217337955852965,6.56792609182248,-0.104133439584007,-0.569093380326613
