time,X,Y,Vx,Vy,r,yaw,steering_deg,throttle,brake,ax,ay
0,0,0,26.5008873811589,0,0,0,0,0,0.199999999999999,-10.4691228177285,-0.00228629625717115
0.01,0,0,26.5008873811589,0,0,0,-3.87960551798773e-05,0,0.199999999999996,-0.422866551614639,9.68398372097552e-06
0.02,0.264805525037363,-1.09086432956817e-08,26.4739679772438,1.33052036931036e-06,-1.47477901511244e-06,-1.00839646308684e-07,0.000159675398301206,0,0.200000000000006,-0.281757387990652,8.05305879854535e-06
0.03,0.529532466807874,-2.46164867340849e-08,26.4715719317157,9.46357806406723e-07,2.22294951698499e-06,-8.79711428842869e-08,-0.000104726362186712,0,0.199999999999987,-0.265115794421486,3.46584682965945e-05
0.04,0.794237490130161,-3.83763456389606e-08,26.4694332451276,3.7780336865039e-07,2.19583447159277e-06,-6.56368549638116e-08,-0.000303714362760174,0,0.199999999999998,-0.248491559654944,4.64796556892724e-05
0.05,1.05892109095173,-5.15681384062519e-08,26.4672839181558,-1.07178023565772e-07,2.14381701339021e-06,-4.39805970283283e-08,-0.000465313711953521,0,0.200000000000005,-0.236598120096173,2.62760459417445e-05
0.06,1.32358310656984,-6.38534772772159e-08,26.4651163296993,-5.94057647809482e-07,2.07061216510525e-06,-2.28287534881809e-08,-0.000597227302408921,0,0.199999999999999,-0.23055063477817,-5.04238800880011e-06
0.07,1.58822336979322,-7.59002760821554e-08,26.4629344826802,-1.15205383177511e-06,1.86424574136511e-06,-3.02347401225812e-09,-0.000688418280897992,0,0.200000000000004,-0.227473985493069,-2.91610689588633e-05
0.08,1.85284176981529,-8.88900062051674e-08,26.4607446451991,-1.75177725567768e-06,1.51413529480747e-06,1.39692739364531e-08,-0.000728130763478915,0,0.199999999999992,-0.223786207214184,-4.10936512189145e-05
0.09,2.11743824911618,-1.03805630930591e-07,26.4585506458177,-2.32283477812633e-06,1.06833179765152e-06,2.69376891930884e-08,-0.000713189691068941,0,0.199999999999995,-0.217642222624827,-4.19150446863064e-05
0.1,2.38201277020087,-1.21210956154659e-07,26.45635281227,-2.80511054899498e-06,5.83506899032091e-07,3.52073111808816e-08,-0.000646082888931649,0,0.200000000000023,-0.209546210993209,-3.45964549272027e-05
0.11,2.64656528657603,-1.41281380610072e-07,26.4541493628244,-3.16053735678606e-06,1.08396219335816e-07,3.86410820456452e-08,-0.000532150413305324,0,0.200000000000016,-0.201282365446242,-2.17707049084109e-05
0.12,2.91109573302101,-1.63892548033735e-07,26.4519386485417,-3.37108411757894e-06,-3.18828825929425e-07,3.75353565520484e-08,-0.000377752745510367,0,0.200000000000006,-0.194505042612093,-5.51861476075013e-06
0.13,3.17560403447785,-1.88687160338116e-07,26.449720456905,-3.43323551286559e-06,-6.67931391795171e-07,3.25278798371386e-08,-0.000189217251863563,0,0.200000000000007,-0.189878609882579,1.18710933483276e-05
0.14,3.44009012138596,-2.15129253307748e-07,26.4474960413701,-3.35275823028578e-06,-9.14708909684258e-07,2.45206892818272e-08,2.73388198085887e-05,0,0.200000000000004,-0.187041914891089,2.96565631170037e-05
0.15,3.70455394102473,-2.42526898073813e-07,26.4452673198888,-3.1495276188296e-06,-1.04516581754738e-06,1.46182944933695e-08,0.00026690577326286,0,0.199999999999988,-0.185159511885979,4.63621707496752e-05
0.16,3.96899545899248,-2.70101084594412e-07,26.4430359641914,-2.84625996021647e-06,-1.04916683239829e-06,4.05052141150665e-09,0.000525440600803164,0,0.200000000000013,-0.183532741633165,6.24238336244605e-05
0.17,4.23341465453021,-2.97011567602569e-07,26.4408029290803,-2.47248219268518e-06,-9.23669965515309e-07,-5.91097953217269e-09,0.00080012527499914,0,0.200000000000019,-0.181879186993465,7.79315682529933e-05
0.18,4.49781151302773,-3.22364639508583e-07,26.4385685740226,-2.05711724987379e-06,-6.67352470515914e-07,-1.3968955957155e-08,0.00108890007167759,0,0.199999999999983,-0.180316795834459,9.20678366410569e-05
0.19,4.76218602180588,-3.45204635243268e-07,26.4363330007148,-1.62811800066043e-06,-2.82626308656132e-07,-1.88175957104582e-08,0.00138990258501887,0,0.200000000000014,-0.179143225856166,0.000105450443453702
0.2,5.02653816949362,-3.64525446313574e-07,26.4340964036327,-1.2140301470704e-06,2.24923209487817e-07,-1.9202160823195e-08,0.0017017246690697,0,0.199999999999998,-0.178602368972504,0.000117962763458949
0.21,5.29086794788483,-3.79257132085624e-07,26.4318592337344,-8.39139094224385e-07,8.49671723996083e-07,-1.39139438037918e-08,0.00202276894258827,0,0.199999999999996,-0.178763508639456,0.00013074064394833
0.22,5.55517535443712,-3.88260937597273e-07,26.4296221416354,-5.26486165836385e-07,1.58562625229736e-06,-1.81732189383544e-09,0.00235106144387555,0,0.2,-0.179537064447815,0.000143970408068217
0.23,5.81946039343904,-3.90310352228522e-07,26.4273858259003,-2.94401352763973e-07,2.42791682755272e-06,1.81723395144559e-08,0.00268378562233778,0,0.199999999999986,-0.180759129287172,0.00015759930857319
0.24,6.08372307575992,-3.84072938816591e-07,26.4251508915825,-1.5984542542933e-07,3.37094833024678e-06,4.70905789525325e-08,0.00301736984657199,0,0.200000000000002,-0.182280211575163,0.000171338044259558
0.25,6.34796341759309,-3.68112478872467e-07,26.4229177859506,-1.38208087925206e-07,4.4074978367098e-06,8.59129601456306e-08,0.00334714138146329,0,0.199999999999995,-0.18401333583961,0.000185447959923418
0.26,6.61218143883478,-3.40898773552263e-07,26.4206868137977,-2.44273875143992e-07,5.5292985686523e-06,1.35533078946979e-07,0.00366782818328367,0,0.199999999999997,-0.185931213618056,0.000199664175587423
0.27,6.87637716198118,-3.00811934985542e-07,26.4184581983136,-4.90375847315746e-07,6.7272714843517e-06,1.96759914588917e-07,0.00397335769879335,0,0.200000000000001,-0.18803538907968,0.000213708098784715
0.28,7.14055061158638,-2.46151708841555e-07,26.4162321358092,-8.88111649533349e-07,7.99034111053227e-06,2.70301601644366e-07,0.00425695703544892,0,0.199999999999986,-0.190323909239938,0.000227271371596807
0.29,7.40470181413036,-1.75158746634357e-07,26.4140088200993,-1.44806087147278e-06,9.30516234908785e-06,3.56743224051778e-07,0.00451123401940884,0,0.200000000000012,-0.192774317129396,0.000239700840068878
0.3,7.66883079805448,-8.6034443942659e-08,26.4117884370121,-2.1792232318843e-06,1.06556361192295e-05,4.56525819994432e-07,0.00472818341845569,0,0.199999999999986,-0.195344537047408,0.000250788637454498
0.31,7.93293759345292,2.30223558725327e-08,26.4095711429502,-3.08976384644627e-06,1.20228636379799e-05,5.69912039631096e-07,0.00489917754044658,0,0.200000000000008,-0.197983719792924,0.000259819272984025
0.32,8.19702223185244,1.53792751173949e-07,26.4073570473669,-4.18503319614859e-06,1.33853732793699e-05,6.96965840733653e-07,0.00501469223309283,0,0.199999999999996,-0.200644341255505,0.00026644820985255
0.33,8.46108474552399,3.0799393487363e-07,26.405146205512,-5.46869321644898e-06,1.47186666692612e-05,8.37519247461383e-07,0.00506398932544334,0,0.200000000000005,-0.203288503595639,0.000270060494661637
0.34,8.72512516707992,4.87246309804443e-07,26.4029386237126,-6.94117753423826e-06,1.59956884209495e-05,9.9114759790414e-07,0.0050344479665377,0,0.199999999999994,-0.205888251809675,0.000270029346373663
0.35,8.98914352900057,6.93029561744997e-07,26.4007342698329,-8.60013551754496e-06,1.71862712459202e-05,1.15713976800066e-06,0.00491061895444931,0,0.199999999999984,-0.208422186646233,0.000265558259303841
0.36,9.25313986311915,9.26624360797833e-07,26.398533083675,-1.04396004668047e-05,1.82578720049443e-05,1.33447172935772e-06,0.00467263585629725,0,0.199999999999998,-0.210871153313943,0.00025588451554285
0.37,9.51711420110577,1.18909174525518e-06,26.3963349818978,-1.24526109972714e-05,1.91711352820418e-05,1.52175480037555e-06,0.0042942388258028,0,0.200000000000003,-0.2132168052288,0.000239542875564366
0.38,9.78106657304868,1.48113706344308e-06,26.3941398623821,-1.4626461437656e-05,1.9885738671731e-05,1.71721464993639e-06,0.00373855258861821,0,0.200000000000012,-0.215440928059225,0.00021469385082874
0.39,10.0449970081945,1.80308210914769e-06,26.3919476029516,-1.69482914410243e-05,2.03524456822695e-05,1.9186240942976e-06,0.00295229098498452,0,0.200000000000014,-0.217526788980181,0.000178894070659289
0.4,10.3089055344589,2.15472472748928e-06,26.3897580625014,-1.94044348449952e-05,2.05120416751331e-05,2.12321639451137e-06,0.00185561861180142,0,0.199999999999997,-0.219460433817728,0.000127012295996998
0.41,10.5727921781283,2.53519854460658e-06,26.3875710838603,-2.19811602719518e-05,2.0291372930248e-05,2.32760150702623e-06,0.00069517505951087,0,0.199999999999987,-0.221231179159554,5.52582353265654e-05
0.42,10.8366569641246,2.94271495922046e-06,26.3853864941581,-2.46717338494279e-05,1.95925565455397e-05,2.52747521652387e-06,-0.000259712049093499,0,0.200000000000004,-0.222831790579689,-3.10692568073353e-05
0.43,11.1004999154197,3.37432117956322e-06,26.3832041115501,-2.7457772667343e-05,1.82955610439115e-05,2.71745494446622e-06,-0.00104727511582965,0,0.199999999999985,-0.224257879483708,-0.000104478623658899
0.44,11.3643210531479,3.82598875512e-06,26.3810237476632,-3.02457499678403e-05,1.63476893384561e-05,2.89118420193309e-06,-0.00167191520518398,0,0.199999999999984,-0.225507344758874,-0.000141018762903291
0.45,11.6281203965689,4.29355229415569e-06,26.3788452103404,-3.28244911519862e-05,1.38623987008494e-05,3.04258175263348e-06,-0.00213619455068475,0,0.199999999999998,-0.226579982117679,-0.000140651896140983
0.46,11.8918979629363,4.77383108018203e-06,26.3766683072238,-3.49531659596852e-05,1.10472061590003e-05,3.16730839384621e-06,-0.00245864535342206,0,0.199999999999996,-0.227477306919919,-0.000113593179059678
0.47,12.1556537676413,5.26487508572135e-06,26.3744928461862,-3.64589491459811e-05,8.10075149616266e-06,3.26308329114079e-06,-0.00267244841443274,0,0.199999999999993,-0.228202503737547,-7.19514595196766e-05
0.48,12.4193878241474,5.7656626589928e-06,26.37231863803,-3.72577693264468e-05,5.17652168441812e-06,3.32940236888515e-06,-0.0028170512779398,0,0.199999999999989,-0.228760386976291,-2.56592547271531e-05
0.49,12.6831001440523,6.27567092713427e-06,26.3701454979351,-3.7340019741286e-05,2.38140798898915e-06,3.3670570866763e-06,-0.00292984203565064,0,0.199999999999998,-0.229157304259363,1.73138072453722e-05
0.5,12.9467907371433,6.79453080922491e-06,26.3679732470407,-3.67481532704193e-05,-2.17710370067928e-07,3.37770374775294e-06,-0.00304043905951321,0,0.200000000000009,-0.229400952451556,5.0714697484663e-05
0.51,13.2104596114524,7.3217741951119e-06,26.3658017142257,-3.55589824781525e-05,-2.59045441256361e-06,3.36348230280288e-06,-0.00316759497725452,0,0.199999999999998,-0.229500143017861,7.06495696911001e-05
0.52,13.4741067733373,7.85664524310721e-06,26.3636307376338,-3.38692672432475e-05,-4.73754573889043e-06,3.32667259784148e-06,-0.00331848218623081,0,0.199999999999991,-0.229464594093212,7.58115679003288e-05
0.53,13.7377322275923,8.39796988656274e-06,26.361460165461,-3.1781836073669e-05,-6.68238243298381e-06,3.26942774771553e-06,-0.00349006038059835,0,0.2,-0.22930473337749,6.72929848896332e-05
0.54,14.0013359775493,8.94409900003694e-06,26.3592898568581,-2.93934169314173e-05,-8.46051423210809e-06,3.19359791631352e-06,-0.00367187910841069,0,0.199999999999997,-0.22903151471314,4.77575904101088e-05
0.55,14.2649180251889,9.49292946773967e-06,26.357119682728,-2.67851174627587e-05,-1.01096784633724e-05,3.10065974390297e-06,-0.00384950525005417,0,0.2,-0.228656280470228,2.09671203426117e-05
0.56,14.5284783712615,1.00419861898616e-05,26.3549495260628,-2.40182189865835e-05,-1.1661241008841e-05,2.99173865159778e-06,-0.00400781370352375,0,0.200000000000011,-0.228190616565714,-9.21067807685827e-06
0.57,14.792017015409,1.0588548167289e-05,26.352779282318,-2.11330209167438e-05,-1.31349973171675e-05,2.86770089451797e-06,-0.00413366257462194,0,0.200000000000014,-0.227646217189017,-3.93421732503019e-05
0.58,15.0555339562893,1.11297918681329e-05,26.3506088595733,-1.81520574469236e-05,-1.45372861352381e-05,2.72928156522459e-06,-0.00421763481605087,0,0.199999999999993,-0.227034718879221,-6.70223904838973e-05
0.59,15.3190291917108,1.16629343107585e-05,26.3484381787605,-1.50851120537847e-05,-1.58622102502983e-05,2.5772163957824e-06,-0.00425482582317954,0,0.200000000000002,-0.226367632307289,-9.0438595697156e-05
0.6,15.5825027187453,1.21853279296889e-05,26.3462671731267,-1.19362081355632e-05,-1.70939248935156e-05,2.41235237799949e-06,-0.00424473795406557,0,0.199999999999985,-0.225656181827038,-0.000109099232406583
0.61,15.8459545338605,1.26945472073076e-05,26.344095788335,-8.70795107858839e-06,-1.82108751367966e-05,2.23572765342911e-06,-0.00419058824690309,0,0.200000000000005,-0.224911120333689,-0.000123151178039297
0.62,16.1093846330842,1.31884503277481e-05,26.3419239825133,-5.40753187585958e-06,-1.91935605035084e-05,2.04859623350826e-06,-0.00409789030141341,0,0.199999999999994,-0.224142952347711,-0.000133561475564505
0.63,16.3727930119708,1.36650911542836e-05,26.3397517237068,-2.04631891085234e-06,-2.00128400733074e-05,1.85244252523606e-06,-0.00397422006380184,0,0.2,-0.223361511938552,-0.000141400830570672
0.64,16.6361796659211,1.41228486620326e-05,26.337578992512,1.35380577509092e-06,-2.06602143892388e-05,1.64893904853976e-06,-0.00382663876294417,0,0.199999999999993,-0.222576042498246,-0.000148003630844796
0.65,16.899544590141,1.45602825410418e-05,26.3354057789499,4.76588926333159e-06,-2.11252210178907e-05,1.43987522795325e-06,-0.00366157687758677,0,0.200000000000014,-0.221795003401278,-0.000153870379004208
0.66,17.1628877798118,1.49761408925737e-05,26.3332320828964,8.15684282249593e-06,-2.14057543337847e-05,1.22708808914545e-06,-0.00348405671667086,0,0.199999999999991,-0.221026237450729,-0.000159776276136881
0.67,17.4262092301555,1.53693155696889e-05,26.331057913077,1.14921451983446e-05,-2.15038146787321e-05,1.01240989802508e-06,-0.00329770641652106,0,0.20000000000002,-0.220276879379048,-0.000166370059063594
0.68,17.6895089365018,1.57388185112504e-05,26.3288832863734,1.47364717492231e-05,-2.14280474715051e-05,7.97626653596429e-07,-0.00310469235693356,0,0.200000000000006,-0.21955330455455,-0.000173608227700833
0.69,17.9527868943906,1.60837688497672e-05,26.3267082270159,1.78555390773012e-05,-2.11917239817198e-05,5.84418911689462e-07,-0.00290584295474535,0,0.200000000000006,-0.218861106142773,-0.000180970015710983
0.7,18.2160430996477,1.64033880228209e-05,26.3245327656552,2.08187249327674e-05,-2.08081155677577e-05,3.74330243553011e-07,-0.00270118721296574,0,0.199999999999996,-0.21820511225604,-0.000188026438745117
0.71,18.4792775484331,1.66970057895129e-05,26.3223569385717,2.36005405396127e-05,-2.02904267128752e-05,1.68771241963776e-07,-0.00249046390497104,0,0.199999999999997,-0.217589342305866,-0.000194262980769005
0.72,18.7424902372969,1.69640748484387e-05,26.3201807867334,2.61802420933871e-05,-1.96469643869204e-05,-3.09868184550029e-08,-0.00227375973135804,0,0.199999999999996,-0.217017189999088,-0.000199651424084802
0.73,19.0056811632042,1.72041809401552e-05,26.3180043555388,2.85419458819316e-05,-1.88960793644811e-05,-2.23763363212686e-07,-0.00205099723706363,0,0.200000000000006,-0.21649122193149,-0.000203347198711921
0.74,19.2688503236059,1.74170611914254e-05,26.3158276932329,3.06725594408907e-05,-1.80458422727335e-05,-4.08517405971697e-07,-0.00182268560749887,0,0.199999999999987,-0.216013335945367,-0.000205259600630814
0.75,19.5319977164431,1.76026083934674e-05,26.3136508506308,3.25638716412657e-05,-1.71047666787613e-05,-5.8429518634745e-07,-0.00158990924217622,0,0.200000000000027,-0.215584705631189,-0.000205286864903868
0.76,19.7951233401751,1.77608831703842e-05,26.3114738801114,3.4209799557143e-05,-1.60779287410447e-05,-7.50233155109801e-07,-0.00135440994113923,0,0.200000000000003,-0.215206026151217,-0.00020372765781918
0.77,20.0582271937884,1.78921133707322e-05,26.309296835506,3.56062995279221e-05,-1.49783172468397e-05,-9.05526574157427e-07,-0.00111787650863535,0,0.199999999999975,-0.214877233803972,-0.000200384201886776
0.78,20.3213092768119,1.79966877257786e-05,26.3071197705113,3.67499829960462e-05,-1.3810133378516e-05,-1.04947404462013e-06,-0.000882399296541685,0,0.200000000000012,-0.214597874938972,-0.000195708379008437
0.79,20.5843695893111,1.80751487329906e-05,26.3049427390074,3.76396730845376e-05,-1.25844702267798e-05,-1.18143640923205e-06,-0.000649899956121045,0,0.199999999999993,-0.214366722249642,-0.000189693968362188
0.8,20.8474081318839,1.81281810647706e-05,26.3027657934317,3.82744566926203e-05,-1.13030263173664e-05,-1.30088383445358e-06,-0.000422651454790771,0,0.199999999999972,-0.214182608177646,-0.000182982952238956
0.81,21.1104249056545,1.81566023438658e-05,26.3005889859895,3.86553156866483e-05,-9.98582893520647e-06,-1.40733822364363e-06,-0.000201959736264758,0,0.200000000000007,-0.214043547075073,-0.000175328604946538
0.82,21.3734199122511,1.81613445084187e-05,26.2984123662122,3.87831374591758e-05,-8.63884700707195e-06,-1.5004564257248e-06,1.08182633994158e-05,0,0.20000000000001,-0.213947301002627,-0.000166963163905298
0.83,21.6363931537877,1.81434407491277e-05,26.2962359816417,3.86616504821222e-05,-7.27106592352541e-06,-1.57999063872765e-06,0.000214464241780832,0,0.199999999999989,-0.213891356099518,-0.000158132271758606
0.84,21.8993446328453,1.8104020407334e-05,26.2940598774076,3.82960079882625e-05,-5.89292414704336e-06,-1.6457940463836e-06,0.000407987693152267,0,0.200000000000004,-0.213873068650313,-0.000149020810176373
0.85,22.1622743524487,1.80442967820865e-05,26.2918840960739,3.76929386623323e-05,-4.51829060067528e-06,-1.69782058359663e-06,0.000590840319698271,0,0.199999999999991,-0.213889463668093,-0.00013932929269851
0.86,22.4251823160196,1.7965550372614e-05,26.289708676769,3.68605610227035e-05,-3.15629851415267e-06,-1.73614061661466e-06,0.00076255162218075,0,0.199999999999999,-0.213937191428894,-0.00012911277093228
0.87,22.6880685273497,1.7869123856946e-05,26.2875336549988,3.58098112128754e-05,-1.80964228550855e-06,-1.7609308539528e-06,0.000922253924018042,0,0.200000000000017,-0.214013444225617,-0.000118914323704757
0.88,22.9509329906059,1.77564298967661e-05,26.2853590641918,3.45533232703535e-05,-4.97567595205082e-07,-1.77242583008266e-06,0.00106988079422591,0,0.199999999999978,-0.214114824956453,-0.000108179704771384
0.89,23.2137757102317,1.76289182762777e-05,26.283184933155,3.31034580576482e-05,7.7469236810635e-07,-1.77097898581407e-06,0.00120518620986412,0,0.199999999999988,-0.214237859029833,-9.70245893857418e-05
0.9,23.4765966909395,1.74880750804497e-05,26.2810112871035,3.14756322499416e-05,2.00486268476098e-06,-1.75702316356904e-06,0.00132753549156118,0,0.200000000000014,-0.214379540982256,-8.59528925632624e-05
0.91,23.7393959377205,1.73354336884269e-05,26.2788381486452,2.96862038658963e-05,3.17932067613436e-06,-1.73104019243903e-06,0.00143682559070705,0,0.200000000000003,-0.214536519946531,-7.45934506901053e-05
0.92,24.0021734557279,1.71725371477246e-05,26.2766655360269,2.77508709086264e-05,4.29457193958905e-06,-1.69359850920921e-06,0.00153282998963807,0,0.19999999999998,-0.214705570632518,-6.31653511576498e-05
0.93,24.2649292502958,1.70009433335476e-05,26.2744934642007,2.56873912944119e-05,5.34696206454912e-06,-1.64532229405616e-06,0.00161522766881551,0,0.200000000000008,-0.214883831930574,-5.1892757463997e-05
0.94,24.5276633269153,1.68222224127266e-05,26.2723219452198,2.35134979415913e-05,6.32760361211563e-06,-1.58687887334075e-06,0.00168404855331267,0,0.200000000000001,-0.215068273357899,-4.06010274710832e-05
0.95,24.790375691137,1.66379259372962e-05,26.2701509873244,2.12466072864888e-05,7.23465163595139e-06,-1.51899244107907e-06,0.00173922209222488,0,0.200000000000002,-0.215256138194237,-2.95278183299455e-05
0.96,25.0530663486051,1.64495959590485e-05,26.2679805959366,1.8905112452248e-05,8.06446432957923e-06,-1.44242353191771e-06,0.00178074825570393,0,0.199999999999998,-0.215444901511956,-1.87698824737926e-05
0.97,25.3157353050122,1.62587527692152e-05,26.2658107736612,1.65069184398736e-05,8.81252449385404e-06,-1.35796623398937e-06,0.00180882198493946,0,0.199999999999995,-0.215632140131578,-8.30611230003869e-06
0.98,25.5783825660417,1.60668762509638e-05,26.263641520232,1.40697033275641e-05,9.47665926173324e-06,-1.26644536198089e-06,0.00182370334624307,0,0.199999999999994,-0.215815569058713,1.78469554184e-06
0.99,25.8410081373529,1.58754012980055e-05,26.2614728327987,1.16111622093893e-05,1.00562899315532e-05,-1.1687079496101e-06,0.00182565405793369,0,0.199999999999993,-0.215993309579418,1.14029506734003e-05
1,26.1036120246055,1.56857227155163e-05,26.2593047065179,9.14865537746874e-06,1.05479901406967e-05,-1.06561667311968e-06,0.00181513471953873,0,0.199999999999983,-0.21616350841456,2.05522198974802e-05
1.01,26.3661942333863,1.54991735973154e-05,26.2571371341586,6.69899374110595e-06,1.09518992267018e-05,-9.58049487357478e-07,0.00182857546474761,0,0.200000000000006,-0.216324590092747,2.91989812524885e-05
1.02,26.6287547691833,1.53170181478753e-05,26.2549701067675,4.27853474465382e-06,1.12679691092109e-05,-8.46883857856601e-07,0.00186653524970356,0,0.20000000000001,-0.216475193187847,3.87117562661863e-05
1.03,26.8912936373822,1.51404537704134e-05,26.2528036137956,1.90450156701425e-06,1.14974858982509e-05,-7.32993705110033e-07,0.00191471329505837,0,0.2,-0.216614179453761,5.13544053622536e-05
1.04,27.1538108432769,1.49706603804624e-05,26.2506376432668,-3.99446307813993e-07,1.16532942445796e-05,-6.17192279906813e-07,0.00195409294069736,0,0.200000000000016,-0.216740655061584,6.71832885950422e-05
1.05,27.4163063920239,1.48088833779434e-05,26.2484721819299,-2.60676354616072e-06,1.1758691061115e-05,-5.00102458773284e-07,0.00196725565742354,0,0.199999999999999,-0.216853807851383,8.38329677687897e-05
1.06,27.6787802886409,1.46564637443556e-05,26.246307215693,-4.70000422883066e-06,1.18340656596546e-05,-3.82118275513478e-07,0.00194129503570633,0,0.199999999999994,-0.216953091777322,9.79536560194795e-05
1.07,27.9412325379989,1.45147583127618e-05,26.2441427298334,-6.67705169245944e-06,1.18862469996199e-05,-2.63493989780925e-07,0.00186904586293134,0,0.200000000000013,-0.217038145782958,0.000107069144896528
1.08,28.2036631448625,1.43850175828683e-05,26.2419787089715,-8.54947506906256e-06,1.19047136912442e-05,-1.44502527314026e-07,0.00174909983675971,0,0.199999999999996,-0.217108791562476,0.000109975044591964
1.09,28.4660721137683,1.42682372790255e-05,26.239815137667,-1.03335859412419e-05,1.18688604224892e-05,-2.55701635077383e-08,0.00158443724796527,0,0.200000000000002,-0.217165021833641,0.000106832330481662
1.1,28.7284594491388,1.41651230167345e-05,26.2376520002292,-1.20438009255919e-05,1.17517995540917e-05,9.26389067168889e-08,0.00138089418193815,0,0.200000000000015,-0.217206901967599,9.84009245468365e-05
1.11,28.9908251552212,1.40760619362149e-05,26.2354892809619,-1.36862633262633e-05,1.15358113613073e-05,2.09194485238818e-07,0.0011450096710573,0,0.199999999999992,-0.217234787638825,8.71612223894013e-05
1.12,29.2531692361456,1.40011502601608e-05,26.2333269644514,-1.52593257756229e-05,1.11921006075407e-05,3.22954147311737e-07,0.000884111960393874,0,0.199999999999999,-0.21724904164477,7.39571086928412e-05
1.13,29.5154916958519,1.39402380890412e-05,26.2311650356024,-1.67491277337219e-05,1.07133726128678e-05,4.32613281251945e-07,0.000604048132400223,0,0.200000000000007,-0.217250170373798,6.0214001509543e-05
1.14,29.7777925381441,1.38929838804587e-05,26.2290034798006,-1.81373831115782e-05,1.00942938699611e-05,5.36786176237301e-07,0.000309369550714783,0,0.200000000000006,-0.217238780214806,4.68568378819822e-05
1.15,30.040071766683,1.38588868194199e-05,26.2268422830329,-1.94013462708744e-05,9.33637405314896e-06,6.34069470810992e-07,3.17369793691062e-06,0,0.199999999999999,-0.2172155585075,3.42792972847046e-05
1.16,30.3023293849923,1.3837318853918e-05,26.2246814319821,-2.05170625088799e-05,8.44618976927431e-06,7.23102271345966e-07,-0.000312763210666396,0,0.200000000000008,-0.217181275561271,2.24863590150692e-05
1.17,30.5645653964663,1.38275397495124e-05,26.2225209141327,-2.14619939337385e-05,7.43303809759671e-06,8.0260586122143e-07,-0.000637589508395639,0,0.199999999999974,-0.217136751419647,1.11881126787598e-05
1.18,30.8267798043782,1.38286990481007e-05,26.2203607178131,-2.22166339268476e-05,6.3077697528217e-06,8.71404457462018e-07,-0.000970930747769642,0,0.199999999999982,-0.217082850345561,-4.14612791155235e-08
1.19,31.0889726118886,1.38398287569589e-05,26.2182008322619,-2.27654290534962e-05,5.08129115436398e-06,9.284320312294e-07,-0.00131242800082949,0,0.19999999999999,-0.217020474121687,-1.16455936378889e-05
1.2,31.3511438220556,1.38598308801786e-05,26.2160412476772,-2.30969585858632e-05,3.76379540778449e-06,9.72728674996032e-07,-0.00166136023357367,0,0.199999999999987,-0.216950543846708,-2.40166634471555e-05
1.21,31.6132934378441,1.38874643050262e-05,26.2138819552372,-2.32036160188283e-05,2.36452307867386e-06,1.00343193369518e-06,-0.00201639268433498,0,0.200000000000014,-0.216873987035414,-3.74355538992261e-05
1.22,31.8754214621357,1.39213338299674e-05,26.2117229471146,-2.30810205737036e-05,8.91747276927115e-07,1.0197668078525e-06,-0.00237543971591313,0,0.200000000000005,-0.216791729792687,-5.20320169472625e-05
1.23,32.1375278977384,1.3959883440747e-05,26.2095642164854,-2.27272686403011e-05,-6.46921375568471e-07,1.02103743055858e-06,-0.00273563139444989,0,0.200000000000019,-0.216704689826867,-6.77684868675122e-05
1.24,32.3996127473975,1.40013951115772e-05,26.2074057575249,-2.21421713684844e-05,-2.24392438654606e-06,1.00662279586075e-06,-0.00309336763226044,0,0.199999999999998,-0.216613763263474,-8.45002766631898e-05
1.25,32.6616760138045,1.40439954481731e-05,26.2052475653875,-2.13266297803336e-05,-3.8912772273442e-06,9.75979260308062e-07,-0.00344441452155328,0,0.199999999999999,-0.216519819349034,-0.000101970785543955
1.26,32.9237176996076,1.40856673006756e-05,26.2030896361846,-2.02823039863568e-05,-5.5800653672924e-06,9.28647089648592e-07,-0.00378400589579247,0,0.200000000000001,-0.216423693088461,-0.000119855442598991
1.27,33.1857378074206,1.41242669101885e-05,26.2009319669516,-1.9011410291216e-05,-7.30002771760662e-06,8.64262006580907e-07,-0.00410693074332779,0,0.200000000000004,-0.216326179249324,-0.00013779442359618
1.28,33.4477363398321,1.41575453858347e-05,26.1987745556079,-1.75167522594287e-05,-9.03931270255955e-06,7.82570144209943e-07,-0.00440758776131741,0,0.200000000000002,-0.216228027373246,-0.000155403223554977
