time,x,y,vx,vy,ax,ay,jx,jy,psi,psi_dot,psi_ddot,throttle,delta,aty,any,atx,anx
0.0,0.0,0.0,22.222222222222218,-1.4903098293640448e-32,0.0004547887183985703,0.3565696740283331,0.0018178848555978056,6.931877262791597,4.0541878658777495e-34,-2.6496522129694873e-33,0.5733975943874519,0.028732152039736027,0.00940048995779252,0.3565696740283331,-5.888116028821082e-32,0.0004547887183985703,-3.9488027373846204e-65
0.026287582293029337,0.5841685917671245,0.00018516710742173259,22.22223417751808,0.009373354649218452,0.00036128972519054763,0.5387921482241474,-0.004262157634568371,-0.18026312926871313,0.00020554380959928877,0.015073236449085196,0.5148137764473125,0.028378429782733486,0.009461159484798023,0.20383115803947519,0.3349609901846723,0.0005025765161393494,-0.00014128679094880175
0.052575164586058674,1.16833736330495,0.0007324507965551875,22.22224864526527,0.010716456681692344,0.00028162082488022614,0.541352646722766,-0.0009670584278704483,0.2808013329780721,0.0007659312012560996,0.02706641902788787,0.3934041081488413,0.02797305013469035,0.009116522595191506,-0.06012404685189738,0.6014766935746634,0.0005716769319211199,-0.0002900561070408938
0.07886274687908801,1.752506082623531,0.001642886256697543,22.222264233526865,0.006212322990400044,0.0002589947487347674,0.5511238397417995,-0.0014781140488399087,0.4966475511564843,0.0015969239304613916,0.035756522183842156,0.2692845164943012,0.027516404619027133,0.008473932801610623,-0.243467044299506,0.7945908840413054,0.0004811258135541992,-0.0002221310648194318
0.10515032917211735,2.3366744229734993,0.0029234432779672954,22.222273940534105,-0.002083863243635423,0.00023986923738622125,0.5634575501329073,-0.0015231824303830604,0.5937641354753285,0.0026125919555882223,0.04122409680305299,0.15353923902125693,0.027087184629405864,0.007672610255402668,-0.3526356219756323,0.9160931721085397,0.0001539638573062706,8.590538007995067e-05
0.1314379114651467,2.9208419570646162,0.004583798508881922,22.222272328202003,-0.012327552873875993,0.00022533637073203977,0.576146193983841,-0.0011862556288977678,0.5946365920080507,0.0037329677440635454,0.04382887294580294,0.05467254768829726,0.02672727842245031,0.006827814482062647,-0.39783095645595695,0.973977150439798,-0.000314966377909739,0.0005403027486417788
0.15772549375817602,3.505008193519011,0.006634440909936096,22.222257381124948,-0.0229998912567365,0.00021617357952306013,0.5875272298712235,-0.0006771875592153399,0.5246278283274092,0.004889872791587109,0.04409851499610436,-0.022755864617922898,0.02644975647631311,0.006026679220940677,-0.3924413204976058,0.9799685503688292,-0.0007980874699709039,0.001014261049493964
0.18401307605120537,4.089172613211785,0.009085203067236416,22.222230368621915,-0.03296021988940782,0.00021198923377627925,0.5964900248121063,-0.00019342932928733889,0.40879349950507193,0.006030020459953784,0.042632479618217575,-0.0774642509467012,0.02625003984356468,0.005327846536047684,-0.3508987584495031,0.9473887832616095,-0.001193186668870869,0.0014051759026471483
0.2103006583442347,4.673334701138752,0.011944239520369394,22.22219464913945,-0.04144845123526277,0.00021141367710275183,0.6024288831079438,0.00014619386611917137,0.2696100423556924,0.007115859720938566,0.04002581925304579,-0.11065921934974672,0.026115594032846332,0.004763879105898231,-0.28703266332451305,0.8894615464324569,-0.0014475945403585584,0.0016590082174613103
0.23658824063726402,5.257493971141675,0.015217425311216637,22.2221542611007,-0.04805100940526886,0.00021270700406332273,0.6051615940794779,0.0003093969588760083,0.12557560578029037,0.008124707700695882,0.03681455294793987,-0.12523156562737559,0.02603225826642698,0.004345452645705865,-0.21293708058310157,0.8180986746625795,-0.0015562694258889045,0.0017689764299522273
0.2628758229302934,5.841649982464011,0.01890811584830767,22.222112828018243,-0.052643653293394176,0.00021433556234822806,0.6048307211239302,0.0003255595127121427,-0.009426796741884846,0.009046727578961683,0.03344174907881671,-0.12501713607996004,0.025987286955126553,0.004066440518751029,-0.1383156000718099,0.7431463211957401,-0.001546160281681683,0.001760495844029911
0.28916340522332273,6.425802348422634,0.023017191525752493,22.222072971469416,-0.05532297484386373,0.00021530374731558834,0.6018016985492509,0.0002517270104558369,-0.12615554609065383,0.009882262360026033,0.03024175644245828,-0.11417409517953575,0.025970131991621778,0.0039091652591338845,-0.07023281990046232,0.6720345184497132,-0.001457760183584785,0.0016730639309003733
0.31545098751635203,7.009950738352625,0.027543304981392486,22.222036186036664,-0.056336155359004,0.00021521659379446331,0.5965682007706097,0.0001447468026499303,-0.21959307590093302,0.01063895382314594,0.02743902723328829,-0.09670277973977494,0.02597213697975082,0.0038492772636742945,-0.013182855317168276,0.6097510560877779,-0.0013305927073200075,0.0015458093011144708
0.3417385698093814,7.594094874429388,0.03248325258651595,22.22200301533883,-0.056016065631878054,0.00021415416738093814,0.5896716616183031,4.559763784933897e-05,-0.2882472875948916,0.011328976968427438,0.025157591881710233,-0.07611366982426256,0.025986006994820027,0.0038599056797214517,0.030619578964274547,0.5590520826540285,-0.0011950751506049448,0.001409229317985883
0.36802615210241074,8.178234525079926,0.03783240180836928,22.22197335476393,-0.054726325955401445,0.0002124672902885081,0.5816385827674525,-2.474999335580312e-05,-0.3333154529860166,0.011966617727645455,0.023437338515028758,-0.055233563355521695,0.02600548521251315,0.003914893417053967,0.06081467077990107,0.5208239119875514,-0.00107017213681204,0.0012826394271005482
0.39431373439544004,8.762369496570331,0.043585119771393815,22.221946750862603,-0.05281872430637778,0.00021058335237901038,0.5729365879760951,-6.192068034349815e-05,-0.35782736449572805,0.012566326223764752,0.02225367819761918,-0.03612980848022345,0.026025315818775707,0.003991066504862282,0.07841653605776967,0.4945200519183255,-0.0009648275411438872,0.0011754108935228976
