time,x,y,vx,vy,ax,ay,jx,jy,psi,psi_dot,throttle,delta,aty,any
0.0,0.0,0.0,30.555555555555554,2.2621420702173746e-28,-0.06570757466167611,9.079709666601683e-28,0.0001403937236676463,1.7700790634041338e-28,1.601202387907323e-33,-2.1469796100828919e-29,9.103065104515693e-29,8.144802074901344e-29,1.5639925141854963e-27,-6.56021547525328e-28
0.011783273579108649,0.3600399088327614,2.9644395032612578e-30,30.554781305227095,2.4464315869206312e-28,-0.06570592036402134,9.100566992462426e-28,0.07571863028173492,2.800246841043517,1.9757771655174627e-31,5.42329684461368e-29,0.002883793595081581,0.0012206726594061956,-7.470197911587491e-28,1.6570764904049918e-27
0.023566547158217297,0.7200706946917785,6.190567338831721e-30,30.55400709388472,2.0860952988527316e-28,-0.06392314799038598,0.06599214923410106,0.1103041150484224,5.43089178197525,1.2052235967983226e-30,1.1568435468813517e-28,0.004815380879441173,0.0027690941814055917,0.06599214923410106,3.534620593792758e-27
0.03534982073732595,1.0800926047494264,1.1603952862481085e-05,30.553274857345478,0.0015552070969975561,-0.06310643323498727,0.1279873672910945,0.07501818807517283,3.6324007809851087,1.3294955114025962e-05,0.0022297110896867993,0.006200823240638027,0.004233872876687337,0.05986239151542243,0.06812497577567207
0.047133094316434594,1.4401057529252514,3.941912266957074e-05,30.552519974870734,0.0014107498726518696,-0.062155228323388406,0.15159529353673196,0.07941031149231026,4.410421745091505,4.4247558814432104e-05,0.003012821523573644,0.0071902239316106046,0.005434636537318735,0.059546003757027725,0.09204928977970422
0.05891636789554324,1.8001102688082709,9.12673230608945e-05,30.551810173391846,0.0029585008026209343,-0.061235006384355015,0.2319257793344205,0.0636754356206545,3.8169220121237335,0.00010061080932152221,0.00650952336703051,0.007843466926066711,0.006309186720019597,0.0330480571056458,0.19887772222877467
0.0706996414746519,2.1601062806164233,0.0001733409246458199,30.551077331059744,0.0021895784689195297,-0.06065461816701422,0.24154696613468357,0.05653438113740533,3.847710249946509,0.00018718211592844264,0.008159845286941554,0.008198863420436985,0.006860011064318612,-0.007745098236151238,0.24929206437083481
0.08248291505376054,2.520093862089063,0.00029173036099134877,30.55038117452703,0.0027759755797936506,-0.05990268622521972,0.32260302439094096,0.04743188413520632,3.7333442481231156,0.0003081616365237119,0.012318512092900422,0.0082983238152476,0.00712626172761375,-0.053732215550187666,0.3763352399411286
0.09426618863286919,2.8800731151032375,0.00045294604887065353,30.54966643745894,0.0009232956772405353,-0.059536812432738784,0.3295289994159363,0.03783667619249173,3.4894012003342754,0.0004671163262419364,0.014624980028049175,0.008193235367566262,0.007166856530305273,-0.11725926209546492,0.44678826151140116
0.10604946221197784,3.240044077250718,0.000662233508731147,30.54897841565253,1.2579649883114592e-05,-0.05901100641141917,0.4048361623325587,0.03137366187754365,3.546164744337907,0.0006656133531305223,0.019003911971403744,0.007942173785821191,0.007048867897381053,-0.175713934294815,0.5805500966273737
0.11783273579108648,3.600006812277984,0.0009259145999251042,30.54827575742737,-0.0032176750416741183,-0.05879744355057569,0.41309985809418315,0.02269501463586363,3.224437274829719,0.0009054258654362419,0.021655646388479086,0.007605717634212014,0.006838977534645115,-0.24844279948641212,0.6615426575805953
0.12961600937019513,3.9599613283652775,0.0012487691697104786,30.54759112078968,-0.005842359300332941,-0.058476163278746655,0.48082501542854694,0.017588564209741284,3.3255805670242378,0.0011860447712690072,0.02590950988242855,0.007240928283089797,0.00659722460556522,-0.3106480985999399,0.7914731140284869
0.1413992829493038,4.31990765072828,0.001636748452545185,30.546894108836756,-0.010538578106940139,-0.058382941822681486,0.49147230935541086,0.010680139383395815,3.004120131702535,0.00150744503678845,0.02859408732792772,0.006896739067671812,0.006372781277757739,-0.3819882483896282,0.8734605577450391
0.15318255652841242,4.679845760918266,0.0020943259381867607,30.546208134870557,-0.014844503369891937,-0.058224469270311524,0.5516217541812647,0.006515950148136068,3.1006352225902027,0.0018675086057396728,0.03245666364639682,0.006610799938165186,0.006201599331101282,-0.43980624892505943,0.9914280031063241
0.16496583010752108,5.039775649024418,0.002627034630036902,30.54551060470157,-0.020903292812711208,-0.058229383376234845,0.5645435755490125,0.0013353339285538778,2.807005406653501,0.0022646943658513902,0.034910025045465545,0.00640792072280208,0.006105732669738378,-0.5018009646876527,1.0663445402366651
0.17674910368662972,5.399697271904155,0.0032391061839476716,30.544818672039295,-0.026670219468242436,-0.05819300006031229,0.6177731794705353,-0.001994224142450948,2.8825728776192485,0.002695737329308099,0.0381926235048346,0.006300008722773604,0.00609406508586209,-0.5488135800941033,1.1665867595646386
0.18853237726573838,5.759610589027996,0.003935660137633455,30.54411519160326,-0.03383693392906896,-0.05827638035353197,0.6324758652064246,-0.005695592291860738,2.623539344096818,0.0031579970930617463,0.04022233863337849,0.006287245729102854,0.006164109651635111,-0.5960798792871622,1.2285557444935868
0.20031565084484704,6.119515534850891,0.004720710330930346,30.54341322488831,-0.04071776405352782,-0.05832722550465241,0.6796009431446315,-0.008178308770257403,2.675081011737568,0.0036475232849300693,0.042813583666115054,0.006360168510669441,0.006304514574486716,-0.6280720344078492,1.3076729775524807
0.21209892442395567,6.479412043124824,0.005598985209912419,30.542699537358054,-0.048638423146699014,-0.0584691148528407,0.6955182880215897,-0.010622590747605298,2.449367701652385,0.0041610335302260364,0.04430578414240442,0.006502289801167646,0.006497913978217668,-0.6576999648069116,1.3532182528285013
