time,x,y,vx,vy,ax,ay,jx,jy,psi,psi_dot,psi_ddot,throttle,delta,throttle_dot,delta_dot,aty,a_ny,atx,anx
0.0,0.0,0.0,22.222222222222214,7.157012068480131e-30,-6.234788225866229e-05,-2.8596979988210027e-08,0.0013546802594781445,2.959816002976709,-1.764341577749271e-31,2.570219748100643e-30,-1.2999487604634428e-29,0.024991358024691337,-6.298350893438066e-33,0.0009685963855268732,0.05055181969681908,-9.541075996054125e-29,5.711599440223649e-29,1.8395093755802263e-59,-1.8395093755802263e-59
0.024999998379133723,0.5555555183579266,7.51239005193444e-06,22.222221907239845,0.0007125748658225273,-0.0001160822990546889,0.07137572515761492,0.0006501234683060818,1.383725702722587,8.496513745492135e-06,0.0010032556945105873,0.07750382850683805,0.025015572932759442,0.0012637954104836471,0.0028675780437537593,0.026492879664133356,0.0490811831531352,0.0222945706731163,-5.3019522006485606e-05,-7.148947919015682e-07
0.04999999675826745,1.1111110131830684,5.601636544981386e-05,22.222220679555544,0.0017835777994414028,-0.00011883912751055041,0.10738845299533013,0.0006241183575111056,1.2921790730751799,6.057596220263172e-05,0.00326792085762496,0.10256218151800346,0.025087262379204972,0.0019261173591462052,0.0033841485898537613,0.022835807826281584,0.03476802321046073,0.07262045846146427,-5.066265417356955e-05,-5.828591091991388e-06
0.07499999513740117,1.6666664701400202,0.00017129283963375166,22.22221958741741,0.002329038850025132,-0.0001178439512495253,0.14186090007727664,0.0005981587426812103,1.2053094799239668,0.00017582581825077048,0.006008113644382381,0.11592825457619264,0.025171866088465857,0.002497012517791416,0.0033500316781880537,0.01835690193615595,0.008347308044736823,0.13351362071162393,-4.150293891902514e-05,-1.3993130093132645e-05
0.0999999935165349,2.222221877473362,0.0003748044705598336,22.222218720678175,0.0021231346306174494,-0.00011419453246836601,0.17447770626465609,0.000572522805711647,1.1229304345754363,0.00036257611975857814,0.008942996383717922,0.11852498101643821,0.02525561687499072,0.0029559350364445373,0.0029214236788353207,0.01362111596374725,-0.024255486715462377,0.19873322165721363,-3.285946490694959e-05,-1.8987185323758136e-05
0.12499999189566861,2.77777721285685,0.0006869000547455429,22.22221795691575,0.001080100195004264,-0.00010893197859757476,0.20498369599598387,0.000547371023664095,1.0448330113999018,0.00062252077495215,0.011826146780523546,0.11214282906875063,0.025328652462226847,0.0032964629134645896,0.002293677638864547,0.009099635409267068,-0.05781948667784692,0.2628032113472717,-3.381067291125435e-05,-1.277342344379253e-05
0.14999999027480235,3.3333324389569357,0.001126649431516251,22.22221696313227,-0.0007683481708616309,-0.00010274760989267949,0.23320514373278214,0.000522784852036429,0.9707937119450679,0.0009518095253154715,0.014462575018267318,0.09907805268234667,0.02538599439948146,0.0035239537839519565,0.001641530011987188,0.005143882832887425,-0.08818530749779907,0.321390479901513,-5.1512020708186804e-05,1.1112293061234812e-05
0.17499998865393607,3.888887500478709,0.0017117265247122394,22.22221527695719,-0.0033021745174236362,-9.593295563132469e-05,0.2590580917756546,0.0004988106729603598,0.9005828375548112,0.0013424552253141647,0.01671704899262127,0.08179924555326418,0.025427032647121296,0.0036525508464416256,0.001086680242225214,0.0019768048478622045,-0.11243174106283782,0.3714898615094702,-8.878768657741593e-05,5.520261318995643e-05
0.1999999870330698,4.4444423230145755,0.00245834713350474,22.222212425518727,-0.006344509733731649,-8.849210885748275e-05,0.2825457066986319,0.000475492201132824,0.8339724216016017,0.0017838509297198632,0.01851478150669436,0.06266868298312127,0.025454199651416362,0.0037019709644385782,0.0006909890700422694,-0.00030141873677875386,-0.12889367228186466,0.41143940765382775,-0.00014361143810687094,0.00011746721148713711
0.2249999854122035,4.999996813590272,0.0033812610632828546,22.222208036163686,-0.009691890934488913,-8.031347307395063e-05,0.3037473047218997,0.0004528850421054579,0.7707430127571667,0.002264224695722234,0.01983605287053645,0.043733900497410244,0.025471474377048033,0.0036944354965112616,0.00046675198501289254,-0.0016968979783021573,-0.13705356010677006,0.4408008935054028,-0.0002102144518355986,0.000192248860991995
0.24999998379133723,5.55555086251646,0.004493792725415489,22.222201906825017,-0.013140570261465779,-7.131827210090389e-05,0.3228019247157315,0.0004310555490304215,0.7106888653367455,0.0027719030541967916,0.020706596749303405,0.026594781840068915,0.025483143175917173,0.003652013049806511,0.00039404955605594705,-0.0022987094715124817,-0.1373442203706871,0.4601461737662268,-0.00028106687933673945,0.00027209648946006026
0.27499998217047095,6.111104346027737,0.005807920629420598,22.222194024468106,-0.016507169472095316,-6.154302482499245e-05,0.3398892410646933,0.0004100705576255817,0.6536213459484591,0.0032963005107794195,0.021185598373926893,0.012342922383794792,0.025492994414179966,0.0035945453167456095,0.000437411518374266,-0.0022524744690585563,-0.1309012078434873,0.4707904775898594,-0.0003489094053307548,0.0003497142627261582
0.2999999805496047,6.666657129200317,0.007334384226963226,22.222184538402406,-0.019642878789232546,-5.115179245693556e-05,0.3552102679609284,0.0003899851096288911,0.5993705813163942,0.0038285969494405853,0.02135299034616435,0.0015636701586775486,0.0255039297014302,0.0035382334586698282,0.0005577401980723741,-0.0017340839465614759,-0.11929979527613066,0.47451009191918925,-0.00040823811139561095,0.00041943420115735905
0.3249999789287384,7.222209068738129,0.009082806161826874,22.222173706039918,-0.022441200910194727,-4.0399044415673854e-05,0.36896979987664613,0.0003708332590371966,0.5477855367295166,0.004362103488865212,0.021297438007330402,-0.005612812921320894,0.02551787320547767,0.0034948813628151543,0.0007188057207063816,-0.0009261048344725405,-0.1043055383344203,0.4732753668925128,-0.0004559912473921829,0.00047794008519491877
