time,x,y,vx,vy,ax,ay,jx,jy,psi,psi_dot,psi_ddot,throttle,delta,aty,any
0.0,0.0,0.0,22.22222222222222,-6.165164058992887e-29,-0.03495219967055748,1.0657799065586775e-27,5.431342449614296e-05,1.6187177721579698e-26,-4.355711812880593e-30,-3.323158694225652e-29,1.4572559776916028e-27,8.305439268138608e-28,-4.0287974696350426e-30,1.8042596163866e-27,-7.384797098279226e-28
0.013782657604302582,0.3062779602831403,2.3864185864534495e-30,22.221740488021645,-3.678414806800204e-29,-0.03495145108722433,1.2888725591111416e-27,0.0001086268489919529,-1.836074285821143e-26,3.726772604203201e-31,-1.3146726759909956e-29,6.31530081317884e-28,0.0008912891441263354,0.0017744722457413214,1.5810157094367903e-27,-2.921431503256487e-28
0.027565315208605164,0.6125492811309415,6.897257650093893e-31,22.221258774456004,-1.8070444209547235e-29,-0.034348989558421555,0.021013492625551772,0.08731450243410206,3.6854470920497673,3.338074373203676e-30,-1.5823261187012994e-29,0.028629403340610076,0.002629545565851185,0.0034400203669193237,0.021013492625551772,-3.5161278149242164e-28
0.041347972812907745,0.9188140769165906,4.8753473885209635e-06,22.22079364729737,0.0005792435478570347,-0.03319205629578041,0.07136895003189178,0.08054406678415048,3.5446982439795804,5.543149795356637e-06,0.0007891785273182104,0.08242672559313333,0.0041929644077259255,0.004878919846145971,0.0538327768254758,0.017536173206415984
0.05513063041721033,1.225072567141246,2.41005208652709e-05,22.220343837562627,0.0014839174617487356,-0.03213532860303905,0.11987998933467733,0.07278132055831689,3.4090048582710515,2.6841194062046315e-05,0.0022721186725879225,0.12890492235085477,0.005491718129059599,0.006028212891253032,0.06939273119002731,0.05048725814465002
0.0689132880215129,1.5313249518024066,6.678849597019345e-05,22.21990791977532,0.0024920760562961446,-0.031188790210776786,0.1665860792948245,0.06458119139106656,3.278154111277472,7.271299751265323e-05,0.0043424833438602956,0.1674593780434183,0.006487951576294473,0.006872805541801093,0.07009649925109071,0.0964895800437338
0.08269594562581549,1.837571408860685,0.000141703103664105,22.219484407035786,0.003416149558624807,-0.03035565757485274,0.21152686854767078,0.056358489054132654,3.151926371314972,0.0001504704121158959,0.006888189212991722,0.19784024853213764,0.0071865769380378645,0.007434598774966986,0.05847485573688911,0.15305201281078165
0.09647860323011807,2.143812092758908,0.00025727092318482636,22.219071805147667,0.004103953886461207,-0.02963422265660661,0.25474251531871894,0.04840279532917174,3.030101256683384,0.00026587149116273515,0.009796012155597455,0.22010871626565667,0.007623342438771626,0.0077600445982896156,0.03708421782939972,0.21765829748931922
0.11026126083442066,2.4500471337380256,0.00042159269895428837,22.21866863853863,0.004438387712356786,-0.029019451167582845,0.29627391697213035,0.0409000831386693,2.9124619553801043,0.0004231327247894234,0.012955555357015987,0.23458937339019398,0.007852363057679296,0.007908068754627042,0.008418725466348061,0.28785519150578226
0.12404391843872324,2.7562766377328862,0.0006424542818685695,22.21827345988368,0.004336018707595803,-0.028504268644657875,0.33616283604299535,0.03395670370229799,2.798798226586009,0.0006249912403239474,0.016262542177687325,0.24182086039527897,0.00793477884929043,0.00793973375937988,-0.025162773213753903,0.3613256092567492
0.1378265760430258,3.0625006866788023,0.0009273371025163747,22.217884853148227,0.0037447679371970127,-0.02808052083958023,0.37445192736716704,0.027622406607668328,2.6889084484234393,0.0008728075834870015,0.019621423597827956,0.24250663954794754,0.007929619117408712,0.00791043198971392,-0.06149460278421993,0.43594653015138696
0.1516092336473284,3.3687193391079404,0.001283428188667653,22.21750143691087,0.0026409005982208117,-0.027739634445726063,0.41118467693852706,0.0219101756475788,2.5826009962643908,0.0011666997257805231,0.022947314137006094,0.23746750749912862,0.00788738932227047,0.007864875473340928,-0.09864730787365088,0.509831984812178
0.16539189125163098,3.6749326309567154,0.0017176297425403283,22.217121871882494,0.0010255238011795081,-0.02747302874415847,0.44640526708203276,0.016811716657046737,2.479695154088098,0.0015056992770489234,0.026167290293843248,0.22759716268348432,0.007846424854610451,0.007834735119651316,-0.13495661043321053,0.5813618775152433
0.17917454885593356,3.981140576537884,0.0022365682954848393,22.21674487393397,-0.001079220907855569,-0.027272339805333685,0.4801583846120372,0.012308315387318577,2.380021692904251,0.001887921465299083,0.029221101666960528,0.21382185200333897,0.007831705992874877,0.007838498700412555,-0.16903937605811148,0.6491977606701487
0.19295720646023615,4.287343169652744,0.002846603459224949,22.216369231938845,-0.00363409988252828,-0.0271295190769021,0.5124889891797799,0.008377439851115482,2.2834231981433377,0.0023107412230864094,0.03206135704280301,0.19706483786967377,0.007855611019228288,0.007882963173157639,-0.19979795696015468,0.7122869461399346
0.20673986406453873,4.593540384830304,0.0035538362938960398,22.215993828439228,-0.006586714569497561,-0.027036860709806956,0.5434420583698509,0.0049958758148248164,2.189754193470865,0.002770968637272413,0.03465325603937076,0.17821615940213392,0.007919990143984095,0.00796573640239611,-0.2264144639361342,0.7698565223059851
0.22052252166884131,4.899732178683367,0.004364117313943361,22.215617660537433,-0.009875285948715186,-0.02698700003416439,0.5730623246322157,0.0021403763554875624,2.0988810866071663,0.0032650180259754524,0.036973941651989854,0.15810791715269343,0.008018949568660593,0.008078170059587155,-0.24833662651141059,0.8213989511436264
0.2343051792731439,5.205918491368648,0.005283054153517593,22.215239858401546,-0.013432191957126248,-0.026972912037967384,0.601394017127501,-0.00021318589683486447,2.0106819518424848,0.0037890659566633517,0.03901155061266078,0.1374950940552277,0.00814181434234169,0.008208249975955642,-0.2652569369809301,0.8666509541084311
